DeviceAddress,Nome,MAC,TAG,LAT,LONG,Grupo,Modelo
000AF630,Luminaria,5C-CF-7F-0A-F6-30,L368,-29.68390044,-51.14883022,Grupo 1,0,HDA-01
0006E407,Luminaria,5C-CF-7F-06-E4-07,L377,-29.68609727,-51.12533801,Grupo 1,0,HDA-01
0006E72D,Luminaria,5C-CF-7F-06-E7-2D,L519,-29.68346984,-51.11618834,Grupo 1,0,HDA-01
0006E6BA,Luminaria,5C-CF-7F-06-E6-BA,L524,-29.68829802,-51.14160923,Grupo 1,0,HDA-01
0006E5C7,Luminaria,5C-CF-7F-06-E5-C7,L415,-29.6875193,-51.11219267,Grupo 1,0,HDA-01
000AF520,Luminaria,5C-CF-7F-0A-F5-20,L420,-29.6953689,-51.10653911,Grupo 1,0,HDA-01
0006E6B0,Luminaria,5C-CF-7F-06-E6-B0,L425,-29.69532362,-51.11048707,Grupo 1,0,HDA-01
000AF5C2,Luminaria,5C-CF-7F-0A-F5-C2,L491,-29.68506497,-51.143179,Grupo 1,0,HDA-01
0006E598,Luminaria,5C-CF-7F-06-E5-98,L496,-29.691094,-51.10769315,Grupo 1,0,HDA-01
0006E665,Luminaria,5C-CF-7F-06-E6-65,L583,-29.69351769,-51.11623369,Grupo 1,0,HDA-01
0006E378,Luminaria,5C-CF-7F-06-E3-78,L527,-29.688226,-51.09349647,Grupo 1,0,HDA-01
0006E61C,Luminaria,5C-CF-7F-06-E6-1C,L587,-29.67077295,-51.09328491,Grupo 1,0,HDA-01
000AF6B2,Luminaria,5C-CF-7F-0A-F6-B2,L564,-29.69381841,-51.148788,Grupo 1,0,HDA-01
0006E774,Luminaria,5C-CF-7F-06-E7-74,L462,-29.69151533,-51.083516,Grupo 1,0,HDA-01
000AF669,Luminaria,5C-CF-7F-0A-F6-69,L586,-29.6728141,-51.14931393,Grupo 1,0,HDA-01
0006E788,Luminaria,5C-CF-7F-06-E7-88,L591,-29.67520013,-51.14345648,Grupo 1,0,HDA-01
0006E342,Luminaria,5C-CF-7F-06-E3-42,L580,-29.68456573,-51.08502385,Grupo 1,0,HDA-01
0006E478,Luminaria,5C-CF-7F-06-E4-78,L588,-29.67889459,-51.09067772,Grupo 1,0,HDA-01
000AF4DE,Luminaria,5C-CF-7F-0A-F4-DE,L592,-29.6848242,-51.10916407,Grupo 1,0,HDA-01
0006E4C4,Luminaria,5C-CF-7F-06-E4-C4,L585,-29.66691693,-51.14570434,Grupo 1,0,HDA-01
0006E501,Luminaria,5C-CF-7F-06-E5-01,L596,-29.6662644,-51.14489114,Grupo 1,0,HDA-01
000AF5ED,Luminaria,5C-CF-7F-0A-F5-ED,L597,-29.67037654,-51.0963113,Grupo 1,0,HDA-01
000AF4B2,Luminaria,5C-CF-7F-0A-F4-B2,L593,-29.67285625,-51.14222225,Grupo 1,0,HDA-01
0006E647,Luminaria,5C-CF-7F-06-E6-47,L584,-29.67586672,-51.15474395,Grupo 1,0,HDA-01
000AF432,Luminaria,5C-CF-7F-0A-F4-32,L602,-29.66767406,-51.11125568,Grupo 1,0,HDA-01
0006E550,Luminaria,5C-CF-7F-06-E5-50,L589,-29.6951872,-51.1436297,Grupo 1,0,HDA-01
0006E34E,Luminaria,5C-CF-7F-06-E3-4E,L607,-29.67110278,-51.12433222,Grupo 1,0,HDA-01
000AF648,Luminaria,5C-CF-7F-0A-F6-48,L601,-29.67399134,-51.11603911,Grupo 1,0,HDA-01
0006E4E9,Luminaria,5C-CF-7F-06-E4-E9,L598,-29.68871111,-51.11874463,Grupo 1,0,HDA-01
0006E411,Luminaria,5C-CF-7F-06-E4-11,L590,-29.67254786,-51.09533985,Grupo 1,0,HDA-01
000AF539,Luminaria,5C-CF-7F-0A-F5-39,L605,-29.67447493,-51.0783361,Grupo 1,0,HDA-01
0006E643,Luminaria,5C-CF-7F-06-E6-43,L595,-29.66621726,-51.09521417,Grupo 1,0,HDA-01
0006E5B0,Luminaria,5C-CF-7F-06-E5-B0,L603,-29.67166702,-51.15552653,Grupo 1,0,HDA-01
000AF52A,Luminaria,5C-CF-7F-0A-F5-2A,L610,-29.68064855,-51.12472793,Grupo 1,0,HDA-01
000AF5D6,Luminaria,5C-CF-7F-0A-F5-D6,L594,-29.67162288,-51.15272178,Grupo 1,0,HDA-01
0006E6EA,Luminaria,5C-CF-7F-06-E6-EA,L600,-29.67011543,-51.1173282,Grupo 1,0,HDA-01
000AF665,Luminaria,5C-CF-7F-0A-F6-65,L616,-29.6882351,-51.09410709,Grupo 1,0,HDA-01
000AF45D,Luminaria,5C-CF-7F-0A-F4-5D,L608,-29.6959973,-51.13642363,Grupo 1,0,HDA-01
0006E729,Luminaria,5C-CF-7F-06-E7-29,L599,-29.67163194,-51.10482736,Grupo 1,0,HDA-01
0006E524,Luminaria,5C-CF-7F-06-E5-24,L621,-29.67636663,-51.10680479,Grupo 1,0,HDA-01
0006E753,Luminaria,5C-CF-7F-06-E7-53,L612,-29.69363889,-51.11039098,Grupo 1,0,HDA-01
0006E547,Luminaria,5C-CF-7F-06-E5-47,L606,-29.67373598,-51.0798981,Grupo 1,0,HDA-01
000AF4E2,Luminaria,5C-CF-7F-0A-F4-E2,L626,-29.6940106,-51.14168852,Grupo 1,0,HDA-01
0006E4EA,Luminaria,5C-CF-7F-06-E4-EA,L613,-29.66804104,-51.07779302,Grupo 1,0,HDA-01
000AF470,Luminaria,5C-CF-7F-0A-F4-70,L618,-29.68369958,-51.12839063,Grupo 1,0,HDA-01
0006E761,Luminaria,5C-CF-7F-06-E7-61,L631,-29.67738258,-51.08620775,Grupo 1,0,HDA-01
0006E68F,Luminaria,5C-CF-7F-06-E6-8F,L611,-29.67148181,-51.09959721,Grupo 1,0,HDA-01
0006E62B,Luminaria,5C-CF-7F-06-E6-2B,L619,-29.6689006,-51.12560218,Grupo 1,0,HDA-01
0006E334,Luminaria,5C-CF-7F-06-E3-34,L615,-29.69568574,-51.08815489,Grupo 1,0,HDA-01
000AF534,Luminaria,5C-CF-7F-0A-F5-34,L623,-29.68686315,-51.11383181,Grupo 1,0,HDA-01
000AF64E,Luminaria,5C-CF-7F-0A-F6-4E,L620,-29.67501136,-51.15385002,Grupo 1,0,HDA-01
000AF676,Luminaria,5C-CF-7F-0A-F6-76,L628,-29.68017084,-51.12420248,Grupo 1,0,HDA-01
0006E60D,Luminaria,5C-CF-7F-06-E6-0D,L625,-29.67959687,-51.12715772,Grupo 1,0,HDA-01
000AF4DB,Luminaria,5C-CF-7F-0A-F4-DB,L633,-29.67408637,-51.15463994,Grupo 1,0,HDA-01
0006E440,Luminaria,5C-CF-7F-06-E4-40,L630,-29.68766933,-51.09298376,Grupo 1,0,HDA-01
0006E515,Luminaria,5C-CF-7F-06-E5-15,L622,-29.67386535,-51.15007347,Grupo 1,0,HDA-01
000AF477,Luminaria,5C-CF-7F-0A-F4-77,L604,-29.68010392,-51.0809182,Grupo 1,0,HDA-01
0006E5CF,Luminaria,5C-CF-7F-06-E5-CF,L627,-29.6911735,-51.12623114,Grupo 1,0,HDA-01
0006E723,Luminaria,5C-CF-7F-06-E7-23,L609,-29.68926867,-51.14136728,Grupo 1,0,HDA-01
0006E697,Luminaria,5C-CF-7F-06-E6-97,L632,-29.69072165,-51.13695697,Grupo 1,0,HDA-01
0006E33D,Luminaria,5C-CF-7F-06-E3-3D,L614,-29.67694992,-51.13130909,Grupo 1,0,HDA-01
0006E32D,Luminaria,5C-CF-7F-06-E3-2D,L624,-29.67497406,-51.1500862,Grupo 1,0,HDA-01
0006E72B,Luminaria,5C-CF-7F-06-E7-2B,L123,-29.66933258,-51.11536585,Grupo 1,0,HDA-01
009E805E,Luminaria,18-FE-34-9E-80-5E,L800,-29.66849424,-51.12470246,Anderson,0,HDA-01
